"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"United Kingdom (UK)","11.04.2023 21:00 - 11.04.2023 21:30 (CET/CEST)","n/e","n/e","n/e","n/e","183","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","873"
"United Kingdom (UK)","11.04.2023 21:30 - 11.04.2023 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","181","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","738"
"United Kingdom (UK)","11.04.2023 22:00 - 11.04.2023 22:30 (CET/CEST)","n/e","n/e","n/e","n/e","176","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","703"
"United Kingdom (UK)","11.04.2023 22:30 - 11.04.2023 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","151","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","662"
"United Kingdom (UK)","11.04.2023 23:00 - 11.04.2023 23:30 (CET/CEST)","n/e","n/e","n/e","n/e","142","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","672"
"United Kingdom (UK)","11.04.2023 23:30 - 12.04.2023 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","142","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","668"
"United Kingdom (UK)","12.04.2023 00:00 - 12.04.2023 00:30 (CET/CEST)","n/e","n/e","n/e","n/e","145","45","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","701"
"United Kingdom (UK)","12.04.2023 00:30 - 12.04.2023 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","143","45","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","750"
"United Kingdom (UK)","12.04.2023 01:00 - 12.04.2023 01:30 (CET/CEST)","n/e","n/e","n/e","n/e","145","45","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","749"
"United Kingdom (UK)","12.04.2023 01:30 - 12.04.2023 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","138","45","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","690"
"United Kingdom (UK)","12.04.2023 02:00 - 12.04.2023 02:30 (CET/CEST)","n/e","n/e","n/e","n/e","142","45","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","682"
"United Kingdom (UK)","12.04.2023 02:30 - 12.04.2023 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","145","45","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","640"
"United Kingdom (UK)","12.04.2023 03:00 - 12.04.2023 03:30 (CET/CEST)","n/e","n/e","n/e","n/e","145","45","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","584"
"United Kingdom (UK)","12.04.2023 03:30 - 12.04.2023 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","145","45","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","575"
"United Kingdom (UK)","12.04.2023 04:00 - 12.04.2023 04:30 (CET/CEST)","n/e","n/e","n/e","n/e","144","45","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","565"
"United Kingdom (UK)","12.04.2023 04:30 - 12.04.2023 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","142","47","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","547"
"United Kingdom (UK)","12.04.2023 05:00 - 12.04.2023 05:30 (CET/CEST)","n/e","n/e","n/e","n/e","145","47","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","545"
"United Kingdom (UK)","12.04.2023 05:30 - 12.04.2023 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","145","47","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","470"
"United Kingdom (UK)","12.04.2023 06:00 - 12.04.2023 06:30 (CET/CEST)","n/e","n/e","n/e","n/e","146","47","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","465"
"United Kingdom (UK)","12.04.2023 06:30 - 12.04.2023 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","140","60","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","472"
"United Kingdom (UK)","12.04.2023 07:00 - 12.04.2023 07:30 (CET/CEST)","n/e","n/e","n/e","n/e","141","75","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","396"
"United Kingdom (UK)","12.04.2023 07:30 - 12.04.2023 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","145","98","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","357"
"United Kingdom (UK)","12.04.2023 08:00 - 12.04.2023 08:30 (CET/CEST)","n/e","n/e","n/e","n/e","148","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","288"
"United Kingdom (UK)","12.04.2023 08:30 - 12.04.2023 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","139","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","266"
"United Kingdom (UK)","12.04.2023 09:00 - 12.04.2023 09:30 (CET/CEST)","n/e","n/e","n/e","n/e","139","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","228"
"United Kingdom (UK)","12.04.2023 09:30 - 12.04.2023 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","139","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","212"
"United Kingdom (UK)","12.04.2023 10:00 - 12.04.2023 10:30 (CET/CEST)","n/e","n/e","n/e","n/e","141","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","186"
"United Kingdom (UK)","12.04.2023 10:30 - 12.04.2023 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","144","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","184"
"United Kingdom (UK)","12.04.2023 11:00 - 12.04.2023 11:30 (CET/CEST)","n/e","n/e","n/e","n/e","145","95","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","182"
"United Kingdom (UK)","12.04.2023 11:30 - 12.04.2023 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","143","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","178"
"United Kingdom (UK)","12.04.2023 12:00 - 12.04.2023 12:30 (CET/CEST)","n/e","n/e","n/e","n/e","143","94","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","201"
"United Kingdom (UK)","12.04.2023 12:30 - 12.04.2023 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","141","54","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","177"
"United Kingdom (UK)","12.04.2023 13:00 - 12.04.2023 13:30 (CET/CEST)","n/e","n/e","n/e","n/e","145","47","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","237"
"United Kingdom (UK)","12.04.2023 13:30 - 12.04.2023 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","147","47","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","294"
"United Kingdom (UK)","12.04.2023 14:00 - 12.04.2023 14:30 (CET/CEST)","n/e","n/e","n/e","n/e","142","47","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","320"
"United Kingdom (UK)","12.04.2023 14:30 - 12.04.2023 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","145","47","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","378"
"United Kingdom (UK)","12.04.2023 15:00 - 12.04.2023 15:30 (CET/CEST)","n/e","n/e","n/e","n/e","140","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","449"
"United Kingdom (UK)","12.04.2023 15:30 - 12.04.2023 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","143","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","580"
"United Kingdom (UK)","12.04.2023 16:00 - 12.04.2023 16:30 (CET/CEST)","n/e","n/e","n/e","n/e","136","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","652"
"United Kingdom (UK)","12.04.2023 16:30 - 12.04.2023 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","144","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","734"
"United Kingdom (UK)","12.04.2023 17:00 - 12.04.2023 17:30 (CET/CEST)","n/e","n/e","n/e","n/e","139","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","778"
"United Kingdom (UK)","12.04.2023 17:30 - 12.04.2023 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","137","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","792"
"United Kingdom (UK)","12.04.2023 18:00 - 12.04.2023 18:30 (CET/CEST)","n/e","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e","n/e","n/e","N/A"
"United Kingdom (UK)","12.04.2023 18:30 - 12.04.2023 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e","n/e","n/e","N/A"
"United Kingdom (UK)","12.04.2023 19:00 - 12.04.2023 19:30 (CET/CEST)","n/e","n/e","n/e","n/e","168","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","883"
"United Kingdom (UK)","12.04.2023 19:30 - 12.04.2023 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","145","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","893"
"United Kingdom (UK)","12.04.2023 20:00 - 12.04.2023 20:30 (CET/CEST)","n/e","n/e","n/e","n/e","151","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","889"
"United Kingdom (UK)","12.04.2023 20:30 - 12.04.2023 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","144","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","866"
"United Kingdom (UK)","12.04.2023 21:00 - 12.04.2023 21:30 (CET/CEST)","n/e","n/e","n/e","n/e","141","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","875"
"United Kingdom (UK)","12.04.2023 21:30 - 12.04.2023 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","156","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","866"
"United Kingdom (UK)","12.04.2023 22:00 - 12.04.2023 22:30 (CET/CEST)","n/e","n/e","n/e","n/e","141","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","830"
"United Kingdom (UK)","12.04.2023 22:30 - 12.04.2023 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","133","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","865"
"United Kingdom (UK)","12.04.2023 23:00 - 12.04.2023 23:30 (CET/CEST)","n/e","n/e","n/e","n/e","136","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","740"
"United Kingdom (UK)","12.04.2023 23:30 - 13.04.2023 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","136","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","526"
"United Kingdom (UK)","13.04.2023 00:00 - 13.04.2023 00:30 (CET/CEST)","n/e","n/e","n/e","n/e","144","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","369"
"United Kingdom (UK)","13.04.2023 00:30 - 13.04.2023 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","137","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","214"
"United Kingdom (UK)","13.04.2023 01:00 - 13.04.2023 01:30 (CET/CEST)","n/e","n/e","n/e","n/e","142","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","119"
"United Kingdom (UK)","13.04.2023 01:30 - 13.04.2023 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","146","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","161"
"United Kingdom (UK)","13.04.2023 02:00 - 13.04.2023 02:30 (CET/CEST)","n/e","n/e","n/e","n/e","139","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","104"
"United Kingdom (UK)","13.04.2023 02:30 - 13.04.2023 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","144","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","105"
"United Kingdom (UK)","13.04.2023 03:00 - 13.04.2023 03:30 (CET/CEST)","n/e","n/e","n/e","n/e","141","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","105"
"United Kingdom (UK)","13.04.2023 03:30 - 13.04.2023 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","133","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","148"
"United Kingdom (UK)","13.04.2023 04:00 - 13.04.2023 04:30 (CET/CEST)","n/e","n/e","n/e","n/e","146","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","201"
"United Kingdom (UK)","13.04.2023 04:30 - 13.04.2023 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","140","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","355"
"United Kingdom (UK)","13.04.2023 05:00 - 13.04.2023 05:30 (CET/CEST)","n/e","n/e","n/e","n/e","138","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","544"
"United Kingdom (UK)","13.04.2023 05:30 - 13.04.2023 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","139","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","507"
"United Kingdom (UK)","13.04.2023 06:00 - 13.04.2023 06:30 (CET/CEST)","n/e","n/e","n/e","n/e","147","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","521"
"United Kingdom (UK)","13.04.2023 06:30 - 13.04.2023 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","145","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","626"
"United Kingdom (UK)","13.04.2023 07:00 - 13.04.2023 07:30 (CET/CEST)","n/e","n/e","n/e","n/e","144","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","661"
"United Kingdom (UK)","13.04.2023 07:30 - 13.04.2023 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","143","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","606"
"United Kingdom (UK)","13.04.2023 08:00 - 13.04.2023 08:30 (CET/CEST)","n/e","n/e","n/e","n/e","153","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","596"
"United Kingdom (UK)","13.04.2023 08:30 - 13.04.2023 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","152","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","486"
"United Kingdom (UK)","13.04.2023 09:00 - 13.04.2023 09:30 (CET/CEST)","n/e","n/e","n/e","n/e","152","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","328"
"United Kingdom (UK)","13.04.2023 09:30 - 13.04.2023 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","177","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","354"
"United Kingdom (UK)","13.04.2023 10:00 - 13.04.2023 10:30 (CET/CEST)","n/e","n/e","n/e","n/e","207","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","431"
"United Kingdom (UK)","13.04.2023 10:30 - 13.04.2023 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","244","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","296"
"United Kingdom (UK)","13.04.2023 11:00 - 13.04.2023 11:30 (CET/CEST)","n/e","n/e","n/e","n/e","251","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","404"
"United Kingdom (UK)","13.04.2023 11:30 - 13.04.2023 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","254","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","514"
"United Kingdom (UK)","13.04.2023 12:00 - 13.04.2023 12:30 (CET/CEST)","n/e","n/e","n/e","n/e","252","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","545"
"United Kingdom (UK)","13.04.2023 12:30 - 13.04.2023 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","252","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","515"
"United Kingdom (UK)","13.04.2023 13:00 - 13.04.2023 13:30 (CET/CEST)","n/e","n/e","n/e","n/e","248","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","520"
"United Kingdom (UK)","13.04.2023 13:30 - 13.04.2023 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","247","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","652"
"United Kingdom (UK)","13.04.2023 14:00 - 13.04.2023 14:30 (CET/CEST)","n/e","n/e","n/e","n/e","242","46","4","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","706"
"United Kingdom (UK)","13.04.2023 14:30 - 13.04.2023 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","168","46","1","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","577"
"United Kingdom (UK)","13.04.2023 15:00 - 13.04.2023 15:30 (CET/CEST)","n/e","n/e","n/e","n/e","141","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","618"
"United Kingdom (UK)","13.04.2023 15:30 - 13.04.2023 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","142","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","596"
"United Kingdom (UK)","13.04.2023 16:00 - 13.04.2023 16:30 (CET/CEST)","n/e","n/e","n/e","n/e","138","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","656"
"United Kingdom (UK)","13.04.2023 16:30 - 13.04.2023 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","144","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","633"
"United Kingdom (UK)","13.04.2023 17:00 - 13.04.2023 17:30 (CET/CEST)","n/e","n/e","n/e","n/e","141","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","535"
"United Kingdom (UK)","13.04.2023 17:30 - 13.04.2023 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","139","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","532"
"United Kingdom (UK)","13.04.2023 18:00 - 13.04.2023 18:30 (CET/CEST)","n/e","n/e","n/e","n/e","142","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","531"
"United Kingdom (UK)","13.04.2023 18:30 - 13.04.2023 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","139","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","399"
"United Kingdom (UK)","13.04.2023 19:00 - 13.04.2023 19:30 (CET/CEST)","n/e","n/e","n/e","n/e","139","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","361"
"United Kingdom (UK)","13.04.2023 19:30 - 13.04.2023 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","141","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","253"
"United Kingdom (UK)","13.04.2023 20:00 - 13.04.2023 20:30 (CET/CEST)","n/e","n/e","n/e","n/e","171","48","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","238"
"United Kingdom (UK)","13.04.2023 20:30 - 13.04.2023 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","213","63","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","194"
"United Kingdom (UK)","13.04.2023 21:00 - 13.04.2023 21:30 (CET/CEST)","n/e","n/e","n/e","n/e","173","51","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","201"
"United Kingdom (UK)","13.04.2023 21:30 - 13.04.2023 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","170","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","191"
"United Kingdom (UK)","13.04.2023 22:00 - 13.04.2023 22:30 (CET/CEST)","n/e","n/e","n/e","n/e","185","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","172"
"United Kingdom (UK)","13.04.2023 22:30 - 13.04.2023 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","182","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","n/e","n/e","n/e","n/e","140"
"United Kingdom (UK)","13.04.2023 23:00 - 13.04.2023 23:30 (CET/CEST)","n/e","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e","n/e","n/e","N/A"
"United Kingdom (UK)","13.04.2023 23:30 - 14.04.2023 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e","n/e","n/e","N/A"
"United Kingdom (UK)","14.04.2023 00:00 - 14.04.2023 00:30 (CET/CEST)","n/e","n/e","n/e","n/e","138","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","132"
"United Kingdom (UK)","14.04.2023 00:30 - 14.04.2023 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","148","46","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","130"
"United Kingdom (UK)","14.04.2023 01:00 - 14.04.2023 01:30 (CET/CEST)","n/e","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e","n/e","n/e","N/A"
"United Kingdom (UK)","14.04.2023 01:30 - 14.04.2023 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e","n/e","n/e","N/A"
"United Kingdom (UK)","14.04.2023 02:00 - 14.04.2023 02:30 (CET/CEST)","n/e","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e","n/e","n/e","N/A"
"United Kingdom (UK)","14.04.2023 02:30 - 14.04.2023 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","N/A","N/A","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","N/A","n/e","n/e","n/e","n/e","N/A"
